sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model
3654,ambience,Ambience,45,no,,,gpt-4o-mini
3655,ariel camacho,Ariel Camacho,45,no,,,gpt-4o-mini
3656,asdf,asdf,45,no,,,gpt-4o-mini
3657,back,back,45,no,,,gpt-4o-mini
3658,banana pancakes,Banana Pancakes,45,yes,Cooking or breakfast,mid,gpt-4o-mini
3659,band music,Band Music,45,no,,,gpt-4o-mini
3660,blackout,Blackout,45,no,,,gpt-4o-mini
3661,bloop,Bloop,45,no,,,gpt-4o-mini
3662,bonnaroo 2015,Bonnaroo 2015,45,no,,,gpt-4o-mini
3663,bumping,bumping,45,no,,,gpt-4o-mini
3664,ccm,CCM,45,no,,,gpt-4o-mini
3665,chill vibe,chill vibe,45,no,,,gpt-4o-mini
3666,chill worship,chill worship,45,yes,Relaxing worship time,mid,gpt-4o-mini
3667,classic oldies,Classic Oldies,45,no,,,gpt-4o-mini
3668,daisy,Daisy,45,no,,,gpt-4o-mini
3669,dance jams,Dance Jams,45,yes,Dance party,high,gpt-4o-mini
3670,dancey,Dancey,45,no,,,gpt-4o-mini
3671,dancin,Dancin,45,yes,Dancing,high,gpt-4o-mini
3672,easy like sunday morning,easy like sunday morning,45,yes,Relaxing Sunday,mid,gpt-4o-mini
3673,eli,Eli,45,no,,,gpt-4o-mini
3674,enjoy,enjoy,45,no,,,gpt-4o-mini
3675,favorites 2,Favorites 2,45,no,,,gpt-4o-mini
3676,feelin,Feelin,45,no,,,gpt-4o-mini
3677,fitness,Fitness,45,yes,Fitness activities,high,gpt-4o-mini
3678,folk rock,folk rock,45,no,,,gpt-4o-mini
3679,ghost,Ghost,45,no,,,gpt-4o-mini
3680,gno,GNO,45,yes,Girls' Night Out,mid,gpt-4o-mini
3681,good oldies,good oldies,45,no,,,gpt-4o-mini
3682,half,half,45,no,,,gpt-4o-mini
3683,hammock,hammock,45,no,,,gpt-4o-mini
3684,happy jams,happy jams,45,yes,Feel-good music,mid,gpt-4o-mini
3685,higher,higher,45,no,,,gpt-4o-mini
3686,hiphop/rap,HipHop/Rap,45,no,,,gpt-4o-mini
3687,hood rat,Hood Rat,45,no,,,gpt-4o-mini
3688,hype playlist,Hype Playlist,45,yes,Energetic music,mid,gpt-4o-mini
3689,ian,Ian,45,no,,,gpt-4o-mini
3690,it's a vibe,It's a Vibe,45,no,,,gpt-4o-mini
3691,izzy,izzy,45,no,,,gpt-4o-mini
3692,jay z,JAY Z,45,no,,,gpt-4o-mini
3693,jay-z,Jay-Z,45,no,,,gpt-4o-mini
3694,keys,keys,45,no,,,gpt-4o-mini
3695,kp,kp,45,no,,,gpt-4o-mini
3696,life is strange,life is strange,45,no,,,gpt-4o-mini
3697,lolla 2017,lolla 2017,45,no,,,gpt-4o-mini
3698,long car rides,Long Car Rides,45,yes,For long drives,high,gpt-4o-mini
3699,mercy,Mercy,45,no,,,gpt-4o-mini
3700,morning commute,Morning Commute,45,yes,Daily commute,high,gpt-4o-mini
3701,morning songs,morning songs,45,yes,Morning playlist,mid,gpt-4o-mini
3702,my happy place,My happy place,45,no,,,gpt-4o-mini
3703,my oldies,My Oldies,45,no,,,gpt-4o-mini
3704,new and improved,new and improved,45,no,,,gpt-4o-mini
3705,new pop,new pop,45,no,,,gpt-4o-mini
3706,no chill,No Chill,45,no,,,gpt-4o-mini
3707,oldskool,oldskool,45,no,,,gpt-4o-mini
3708,ophelia,Ophelia,45,no,,,gpt-4o-mini
3709,pipe it up,pipe it up,45,no,,,gpt-4o-mini
3710,pumped up kicks,Pumped Up Kicks,45,no,,,gpt-4o-mini
3711,rap 2.0,Rap 2.0,45,no,,,gpt-4o-mini
3712,recents,Recents,45,no,,,gpt-4o-mini
3713,regg,Regg,45,no,,,gpt-4o-mini
3714,reggae mix,Reggae Mix,45,no,,,gpt-4o-mini
3715,rise up,Rise Up,45,no,,,gpt-4o-mini
3716,runaway,Runaway,45,no,,,gpt-4o-mini
3717,running songs,running songs,45,yes,For running,high,gpt-4o-mini
3718,sad days,Sad days,45,no,,,gpt-4o-mini
3719,scott,scott,45,no,,,gpt-4o-mini
3720,shake it,Shake it,45,no,,high,gpt-4o-mini
3721,shakira,Shakira,45,no,,high,gpt-4o-mini
3722,sing me to sleep,Sing Me To Sleep,45,yes,sleeping or relaxation,mid,gpt-4o-mini
3723,singalongs,singalongs,45,yes,singing along,mid,gpt-4o-mini
3724,sleepless,Sleepless,45,no,,high,gpt-4o-mini
3725,still,Still,45,no,,high,gpt-4o-mini
3726,stretching,Stretching,45,yes,stretching exercises,mid,gpt-4o-mini
3727,summer☀️,summer☀️,45,no,,high,gpt-4o-mini
3728,take me home,Take me home,45,yes,nostalgic journey,mid,gpt-4o-mini
3729,tbs,tbs,45,no,,high,gpt-4o-mini
3730,tennessee whiskey,Tennessee Whiskey,45,no,,high,gpt-4o-mini
3731,that's what i like,That's What I Like,45,no,,high,gpt-4o-mini
3732,thinkin bout you,Thinkin bout you,45,no,,high,gpt-4o-mini
3733,those days,those days,45,no,,high,gpt-4o-mini
3734,tina,TINA,45,no,,high,gpt-4o-mini
3735,top country,Top Country,45,no,,high,gpt-4o-mini
3736,tyga,Tyga,45,no,,high,gpt-4o-mini
3737,vibezzz,vibezzz,45,no,,high,gpt-4o-mini
3738,vibrations,vibrations,45,no,,high,gpt-4o-mini
3739,workout 3,Workout 3,45,yes,exercise or fitness,high,gpt-4o-mini
3740,worship jams,Worship jams,45,yes,worship or spiritual,mid,gpt-4o-mini
3741,yoooo,yoooo,45,no,,high,gpt-4o-mini
3742,you're welcome,you're welcome,45,no,,high,gpt-4o-mini
3743,zouk,ZOUK,45,no,,high,gpt-4o-mini
3744,💜💜💜,💜💜💜,45,no,,high,gpt-4o-mini
3745,😎😎😎,😎😎😎,45,no,,high,gpt-4o-mini
3746,afterparty,AFTERPARTY,44,yes,afterparty celebration,mid,gpt-4o-mini
3747,alabanzas,Alabanzas,44,no,,high,gpt-4o-mini
3748,allison,Allison,44,no,,high,gpt-4o-mini
3749,another playlist,Another Playlist,44,no,,high,gpt-4o-mini
3750,babies,babies,44,no,,high,gpt-4o-mini
3751,back roads,back roads,44,yes,driving or relaxing,mid,gpt-4o-mini
3752,bassnectar,Bassnectar,44,no,,high,gpt-4o-mini
3753,belt it out,belt it out,44,yes,singing loudly,mid,gpt-4o-mini
3754,best of discover weekly,Best of Discover Weekly,44,no,,high,gpt-4o-mini
3755,boat party,BOAT PARTY,44,yes,party on a boat,mid,gpt-4o-mini
3756,camp 2017,Camp 2017,44,no,,high,gpt-4o-mini
3757,carolina,Carolina,44,no,,high,gpt-4o-mini
3758,chase,chase,44,no,,high,gpt-4o-mini
3759,chill indie,Chill Indie,44,no,,high,gpt-4o-mini
3760,coming home,Coming Home,44,no,,high,gpt-4o-mini
3761,countray,Countray,44,no,,high,gpt-4o-mini
3762,crank,crank,44,no,,high,gpt-4o-mini
3763,diamonds,Diamonds,44,no,,high,gpt-4o-mini
3764,don't let me down,Don't Let Me Down,44,no,,high,gpt-4o-mini
3765,electropop,Electropop,44,no,,high,gpt-4o-mini
3766,experimental,Experimental,44,no,,high,gpt-4o-mini
3767,fall '14,Fall '14,44,no,,high,gpt-4o-mini
3768,forever young,Forever Young,44,no,,high,gpt-4o-mini
3769,francais,Francais,44,no,,high,gpt-4o-mini
3770,friyay,FRIYAY,44,yes,Friday celebration,mid,gpt-4o-mini
3771,fun!,Fun!,44,no,,high,gpt-4o-mini
3772,goodvibes,GoodVibes,44,no,,high,gpt-4o-mini
3773,gucci mane,Gucci Mane,44,no,,high,gpt-4o-mini
3774,halsey,Halsey,44,no,,high,gpt-4o-mini
3775,ham,HAM,44,no,,high,gpt-4o-mini
3776,hard rap,Hard Rap,44,no,,high,gpt-4o-mini
3777,heartbeats,Heartbeats,44,no,,high,gpt-4o-mini
3778,indie vibes,Indie vibes,44,no,,high,gpt-4o-mini
3779,jo,Jo,44,no,,high,gpt-4o-mini
3780,kaskade,Kaskade,44,no,,high,gpt-4o-mini
3781,legit,legit,44,no,,high,gpt-4o-mini
3782,leo,leo,44,no,,high,gpt-4o-mini
3783,les mis,Les mis,44,no,,high,gpt-4o-mini
3784,lets dance,lets dance,44,yes,dance party,mid,gpt-4o-mini
3785,lindsey,Lindsey,44,no,,high,gpt-4o-mini
3786,listening,Listening,44,no,,high,gpt-4o-mini
3787,lyrics,LYRICS,44,no,,high,gpt-4o-mini
3788,madness,Madness,44,no,,high,gpt-4o-mini
3789,marc anthony,Marc anthony,44,no,,high,gpt-4o-mini
3790,march '16,march '16,44,no,,high,gpt-4o-mini
3791,mgk,MGK,44,no,,high,gpt-4o-mini
3792,mi amor,Mi Amor,44,no,,high,gpt-4o-mini
3793,mix1,Mix1,44,no,,high,gpt-4o-mini
3794,modern country,Modern Country,44,no,,high,gpt-4o-mini
3795,music 1,Music 1,44,no,,high,gpt-4o-mini
3796,my 80's,My 80's,44,no,,high,gpt-4o-mini
3797,new jack swing,New Jack Swing,44,no,,high,gpt-4o-mini
3798,nu,nu,44,no,,high,gpt-4o-mini
3799,old school jamz,Old School Jamz,44,no,,high,gpt-4o-mini
3800,peachy,pEACHY,44,no,,high,gpt-4o-mini
3801,pr,pr,44,no,,high,gpt-4o-mini
3802,prime,prime,44,no,,high,gpt-4o-mini
3803,rap stuff,Rap Stuff,44,no,,high,gpt-4o-mini
3804,real hip hop,Real hip hop,44,no,,high,gpt-4o-mini
3805,reflections,Reflections,44,no,,high,gpt-4o-mini
3806,refresh,Refresh,44,yes,refreshing background music,mid,gpt-4o-mini
3807,regge,Regge,44,no,,high,gpt-4o-mini
3808,road trip music,Road Trip Music,44,yes,music for road trips,high,gpt-4o-mini
3809,sav,SAV,44,no,,high,gpt-4o-mini
3810,slow jam,Slow jam,44,no,,high,gpt-4o-mini
3811,soundtrack to my life,Soundtrack to my Life,44,no,,high,gpt-4o-mini
3812,star,star,44,no,,high,gpt-4o-mini
3813,summer drives,Summer drives,44,yes,music for summer drives,high,gpt-4o-mini
3814,sweet tunes,sweet tunes,44,no,,high,gpt-4o-mini
3815,the 80's,The 80's,44,no,,high,gpt-4o-mini
3816,the new new,The new new,44,no,,high,gpt-4o-mini
3817,themes,Themes,44,no,,high,gpt-4o-mini
3818,things i like,things i like,44,no,,high,gpt-4o-mini
3819,thinking music,Thinking Music,44,yes,music for thinking,mid,gpt-4o-mini
3820,thinking out loud,Thinking Out Loud,44,no,,high,gpt-4o-mini
3821,thomas,Thomas,44,no,,high,gpt-4o-mini
3822,updated,Updated,44,no,,high,gpt-4o-mini
3823,vermont,Vermont,44,no,,high,gpt-4o-mini
3824,wedding cocktail,Wedding Cocktail,44,yes,music for wedding cocktail,high,gpt-4o-mini
3825,wordless,Wordless,44,no,,high,gpt-4o-mini
3826,workout 2017,Workout 2017,44,yes,music for workouts,high,gpt-4o-mini
3827,yoga 4,yoga 4,44,yes,music for yoga,high,gpt-4o-mini
3828,💗💗💗,💗💗💗,44,no,,high,gpt-4o-mini
3829,2015 summer,2015 summer,43,no,,high,gpt-4o-mini
3830,4/20,4/20,43,no,,high,gpt-4o-mini
3831,90's alt,90's Alt,43,no,,high,gpt-4o-mini
3832,90's party,90's Party,43,yes,music for a party,high,gpt-4o-mini
3833,90s playlist,90s playlist,43,no,,high,gpt-4o-mini
3834,afrobeat,Afrobeat,43,no,,high,gpt-4o-mini
3835,airplane mode,airplane mode,43,no,,high,gpt-4o-mini
3836,all of me,All of me,43,no,,high,gpt-4o-mini
3837,alpha,Alpha,43,no,,high,gpt-4o-mini
3838,alt jams,Alt Jams,43,no,,high,gpt-4o-mini
3839,ana,ana,43,no,,high,gpt-4o-mini
3840,anger,Anger,43,no,,,gpt-4o-mini
3841,bad ass,Bad ass,43,no,,,gpt-4o-mini
3842,bangerzz,bangerzz,43,no,,,gpt-4o-mini
3843,beach jams,Beach jams,43,yes,beach listening,high,gpt-4o-mini
3844,beach mix,Beach mix,43,yes,beach listening,high,gpt-4o-mini
3845,breakup songs,Breakup Songs,43,yes,post-breakup listening,high,gpt-4o-mini
3846,carlos,Carlos,43,no,,,gpt-4o-mini
3847,casey,Casey,43,no,,,gpt-4o-mini
3848,changes,changes,43,no,,,gpt-4o-mini
3849,charleston,Charleston,43,no,,,gpt-4o-mini
3850,cheers,Cheers,43,no,,,gpt-4o-mini
3851,classroom,Classroom,43,yes,classroom setting,high,gpt-4o-mini
3852,cm,CM,43,no,,,gpt-4o-mini
3853,contry,Contry,43,no,,,gpt-4o-mini
3854,courtney,courtney,43,no,,,gpt-4o-mini
3855,create,create,43,no,,,gpt-4o-mini
3856,cycle,cycle,43,no,,,gpt-4o-mini
3857,descendants,Descendants,43,no,,,gpt-4o-mini
3858,drive time,Drive Time,43,yes,driving,high,gpt-4o-mini
3859,edge,Edge,43,no,,,gpt-4o-mini
3860,elevate,Elevate,43,no,,,gpt-4o-mini
3861,emo music,emo music,43,no,,,gpt-4o-mini
3862,emotion,emotion,43,no,,,gpt-4o-mini
3863,fall out boy,Fall Out Boy,43,no,,,gpt-4o-mini
3864,fancy,fancy,43,no,,,gpt-4o-mini
3865,february '17,february '17,43,no,,,gpt-4o-mini
3866,for katie,for Katie,43,no,,,gpt-4o-mini
3867,gaming mix,Gaming mix,43,yes,gaming,high,gpt-4o-mini
3868,good ole country,Good Ole Country,43,no,,,gpt-4o-mini
3869,good things,good things,43,no,,,gpt-4o-mini
3870,goth,Goth,43,no,,,gpt-4o-mini
3871,hang,hang,43,no,,,gpt-4o-mini
3872,hispanic,hispanic,43,no,,,gpt-4o-mini
3873,hopeless romantic,hopeless romantic,43,no,,,gpt-4o-mini
3874,ideas,Ideas,43,no,,,gpt-4o-mini
3875,jamaica,Jamaica,43,no,,,gpt-4o-mini
3876,jamin,Jamin,43,no,,,gpt-4o-mini
3877,jams.,jams.,43,no,,,gpt-4o-mini
3878,january '16,January '16,43,no,,,gpt-4o-mini
3879,january '17,January '17,43,no,,,gpt-4o-mini
3880,journey,journey,43,no,,,gpt-4o-mini
3881,june '16,June '16,43,no,,,gpt-4o-mini
3882,just do it,just do it,43,yes,motivational context,mid,gpt-4o-mini
3883,kids playlist,Kids Playlist,43,yes,for kids,high,gpt-4o-mini
3884,leg day,leg day,43,yes,workout session,high,gpt-4o-mini
3885,lituation,Lituation,43,no,,,gpt-4o-mini
3886,malibu,MALIBU,43,no,,,gpt-4o-mini
3887,mars,MARS,43,no,,,gpt-4o-mini
3888,mixture,Mixture,43,no,,,gpt-4o-mini
3889,more music,More music,43,no,,,gpt-4o-mini
3890,movie,movie,43,no,,,gpt-4o-mini
3891,mumford,Mumford,43,no,,,gpt-4o-mini
3892,naptime,NapTime,43,yes,for naptime,high,gpt-4o-mini
3893,new era,new era,43,no,,,gpt-4o-mini
3894,not sure,Not Sure,43,no,,,gpt-4o-mini
3895,nothing,nothing,43,no,,,gpt-4o-mini
3896,one day,One Day,43,no,,,gpt-4o-mini
3897,pentatonix,Pentatonix,43,no,,,gpt-4o-mini
3898,pop mix,Pop Mix,43,no,,,gpt-4o-mini
3899,prom 2017,prom 2017,43,yes,for prom,high,gpt-4o-mini
3900,random 2,Random 2,43,no,,,gpt-4o-mini
3901,redbone,Redbone,43,no,,,gpt-4o-mini
3902,relaxxx,relaxxx,43,yes,for relaxation,high,gpt-4o-mini
3903,riri,riri,43,no,,,gpt-4o-mini
3904,rock jams,Rock Jams,43,no,,,gpt-4o-mini
3905,rocknroll,rocknroll,43,no,,,gpt-4o-mini
3906,runrunrun,RUNRUNRUN,43,yes,high-energy workout,mid,gpt-4o-mini
3907,salsita,Salsita,43,no,,,gpt-4o-mini
3908,sense8 music map playlist,Sense8 Music Map Playlist,43,no,,,gpt-4o-mini
3909,serendipity,Serendipity,43,no,,,gpt-4o-mini
3910,shh,Shh,43,no,,,gpt-4o-mini
3911,slow and steady,Slow and Steady,43,no,,,gpt-4o-mini
3912,suh dude,Suh Dude,43,no,,,gpt-4o-mini
3913,summer hits,summer hits,43,yes,for summer vibes,high,gpt-4o-mini
3914,summer14,summer14,43,no,,,gpt-4o-mini
3915,tara,Tara,43,no,,,gpt-4o-mini
3916,the good life,the good life,43,no,,,gpt-4o-mini
3917,the jamz,the Jamz,43,no,,,gpt-4o-mini
3918,tranqui,TRANQUI,43,yes,for relaxation,mid,gpt-4o-mini
3919,trees,Trees,43,no,,,gpt-4o-mini
3920,upbeat worship,Upbeat Worship,43,yes,Worship music for uplifting moments,high,gpt-4o-mini
3921,vallenatos,vallenatos,43,no,,,gpt-4o-mini
3922,varios,varios,43,no,,,gpt-4o-mini
3923,video game music,Video Game Music,43,yes,Music for gaming experiences,high,gpt-4o-mini
3924,warrior,warrior,43,no,,,gpt-4o-mini
3925,xo tour llif3,XO TOUR Llif3,43,no,,,gpt-4o-mini
3926,yesss,yesss,43,no,,,gpt-4o-mini
3927,yours,yours,43,no,,,gpt-4o-mini
3928,☠️,☠️,43,no,,,gpt-4o-mini
3929,💃🏼,💃🏼,43,no,,,gpt-4o-mini
3930,🖤🖤,🖤🖤,43,no,,,gpt-4o-mini
3931,101,101,42,no,,,gpt-4o-mini
3932,1999,1999,42,no,,,gpt-4o-mini
3933,2006,2006,42,no,,,gpt-4o-mini
3934,a e s t h e t i c,A E S T H E T I C,42,no,,,gpt-4o-mini
3935,accapella,Accapella,42,no,,,gpt-4o-mini
3936,acl 2014,ACL 2014,42,no,,,gpt-4o-mini
3937,add,ADD,42,no,,,gpt-4o-mini
3938,adoration,adoration,42,yes,Music for worship and adoration,mid,gpt-4o-mini
3939,adrenaline,Adrenaline,42,yes,High-energy music for motivation,mid,gpt-4o-mini
3940,aidan,Aidan,42,no,,,gpt-4o-mini
3941,all country,all country,42,no,,,gpt-4o-mini
3942,american pie,American Pie,42,no,,,gpt-4o-mini
3943,angie,Angie,42,no,,,gpt-4o-mini
3944,autumn 2016,Autumn 2016,42,yes,Music for autumn vibes,mid,gpt-4o-mini
3945,best ever,best ever,42,no,,,gpt-4o-mini
3946,bon iver,Bon Iver,42,no,,,gpt-4o-mini
3947,boner jams,BONER JAMS,42,no,,,gpt-4o-mini
3948,bones,Bones,42,no,,,gpt-4o-mini
3949,bossa,Bossa,42,no,,,gpt-4o-mini
3950,buzz,Buzz,42,no,,,gpt-4o-mini
3951,c2,c2,42,no,,,gpt-4o-mini
3952,calvin harris,Calvin Harris,42,no,,,gpt-4o-mini
3953,carter,Carter,42,no,,,gpt-4o-mini
3954,chelsea,chelsea,42,no,,,gpt-4o-mini
3955,chill jamz,Chill Jamz,42,yes,Relaxing music for chilling out,high,gpt-4o-mini
3956,cocktail party,Cocktail Party,42,yes,Music for social gatherings,high,gpt-4o-mini
3957,country af,Country AF,42,no,,,gpt-4o-mini
3958,creep,Creep,42,no,,,gpt-4o-mini
3959,dad songs,dad songs,42,no,,,gpt-4o-mini
3960,denver,Denver,42,no,,,gpt-4o-mini
3961,disney movies,disney movies,42,no,,,gpt-4o-mini
3962,dope songs,Dope songs,42,no,,,gpt-4o-mini
3963,dp,Dp,42,no,,,gpt-4o-mini
3964,dw,DW,42,no,,,gpt-4o-mini
3965,east coast,East Coast,42,no,,,gpt-4o-mini
3966,emo af,emo af,42,no,,,gpt-4o-mini
3967,ez,EZ,42,no,,,gpt-4o-mini
3968,favorite oldies,Favorite Oldies,42,no,,,gpt-4o-mini
3969,fight,Fight,42,yes,for fighting or motivation,mid,gpt-4o-mini
3970,final,final,42,no,,,gpt-4o-mini
3971,flowers,Flowers,42,no,,,gpt-4o-mini
3972,future bass,Future Bass,42,no,,,gpt-4o-mini
3973,gabby,Gabby,42,no,,,gpt-4o-mini
3974,going home,going home,42,yes,for traveling home,mid,gpt-4o-mini
3975,good ish,good ish,42,no,,,gpt-4o-mini
3976,good morning!,good morning!,42,yes,for morning listening,high,gpt-4o-mini
3977,gravity,Gravity,42,no,,,gpt-4o-mini
3978,greece,Greece,42,no,,,gpt-4o-mini
3979,heart eyes,Heart Eyes,42,no,,,gpt-4o-mini
3980,ibiza,Ibiza,42,no,,,gpt-4o-mini
3981,into the woods,into the woods,42,no,,,gpt-4o-mini
3982,jessie,Jessie,42,no,,,gpt-4o-mini
3983,jesus tunes,Jesus Tunes,42,no,,,gpt-4o-mini
3984,jk,JK,42,no,,,gpt-4o-mini
3985,killin it,killin it,42,no,,,gpt-4o-mini
3986,litty🔥,Litty🔥,42,no,,,gpt-4o-mini
3987,lit🔥🔥🔥,Lit🔥🔥🔥,42,no,,,gpt-4o-mini
3988,love on the brain,Love On The Brain,42,no,,,gpt-4o-mini
3989,lovesick,Lovesick,42,no,,,gpt-4o-mini
3990,mom songs,mom songs,42,no,,,gpt-4o-mini
3991,mx,MX,42,no,,,gpt-4o-mini
3992,new life,New Life,42,no,,,gpt-4o-mini
3993,party rap,Party rap,42,yes,for partying,high,gpt-4o-mini
3994,peace of mind,Peace of Mind,42,yes,for relaxation,mid,gpt-4o-mini
3995,personal favorites,Personal favorites,42,no,,,gpt-4o-mini
3996,phoenix,Phoenix,42,no,,,gpt-4o-mini
3997,phone,Phone,42,no,,,gpt-4o-mini
3998,pool music,pool music,42,yes,for poolside listening,high,gpt-4o-mini
3999,pool playlist,Pool Playlist,42,yes,for poolside enjoyment,high,gpt-4o-mini
4000,public,public,42,no,,,gpt-4o-mini
4001,r a p,r a p,42,no,,,gpt-4o-mini
4002,recommendations,Recommendations,42,no,,,gpt-4o-mini
4003,rock!,Rock!,42,no,,,gpt-4o-mini
4004,rolex,Rolex,42,no,,,gpt-4o-mini
4005,sad times,sad times,42,no,,,gpt-4o-mini
4006,samantha,SAMANTHA,42,no,,,gpt-4o-mini
4007,schleep,schleep,42,yes,sleep or relaxation,mid,gpt-4o-mini
4008,show,Show,42,no,,,gpt-4o-mini
4009,sm,Sm,42,no,,,gpt-4o-mini
4010,soft pop,soft pop,42,no,,,gpt-4o-mini
4011,sounds of summer,Sounds of Summer,42,yes,summer vibes,mid,gpt-4o-mini
4012,spring fever,Spring Fever,42,yes,spring season,mid,gpt-4o-mini
4013,streaming,streaming,42,no,,,gpt-4o-mini
4014,summa 16,summa 16,42,no,,,gpt-4o-mini
4015,summer sounds,Summer Sounds,42,yes,summer playlist,high,gpt-4o-mini
4016,sunday music,Sunday music,42,yes,Sunday listening,mid,gpt-4o-mini
4017,syd,SYD,42,no,,,gpt-4o-mini
4018,the 80s,the 80s,42,no,,,gpt-4o-mini
4019,the girls,The girls,42,no,,,gpt-4o-mini
4020,throwback!,Throwback!,42,yes,nostalgic listening,high,gpt-4o-mini
4021,tj,TJ,42,no,,,gpt-4o-mini
4022,tori,tori,42,no,,,gpt-4o-mini
4023,uber,UBER,42,yes,for rides,mid,gpt-4o-mini
4024,ultra,Ultra,42,no,,,gpt-4o-mini
4025,unsteady,Unsteady,42,no,,,gpt-4o-mini
4026,w o r s h i p,W O R S H I P,42,yes,worship music,high,gpt-4o-mini
4027,wine,Wine,42,no,,,gpt-4o-mini
4028,winter wonderland,Winter Wonderland,42,yes,holiday season,high,gpt-4o-mini
4029,woohoo,woohoo,42,no,,,gpt-4o-mini
4030,your songmapper playlist,Your SongMapper Playlist,42,no,,,gpt-4o-mini
4031,✝️,✝️,42,no,,,gpt-4o-mini
4032,💙💙💙,💙💙💙,42,no,,,gpt-4o-mini
4033,'16,'16,41,no,,,gpt-4o-mini
4034,13 reasons why,13 reasons why,41,no,,,gpt-4o-mini
4035,7th grade,7th grade,41,no,,,gpt-4o-mini
4036,80s baby,80s Baby,41,no,,,gpt-4o-mini
4037,90's mix,90's Mix,41,no,,,gpt-4o-mini
4038,ab,AB,41,no,,,gpt-4o-mini
4039,amelia,Amelia,41,no,,,gpt-4o-mini
4040,anthem,Anthem,41,no,,,gpt-4o-mini
4041,autumn leaves,Autumn Leaves,41,no,,,gpt-4o-mini
4042,bad girls,Bad Girls,41,no,,,gpt-4o-mini
4043,basketball playlist,Basketball playlist,41,yes,for playing during basketball,high,gpt-4o-mini
4044,body like a back road,Body Like A Back Road,41,no,,,gpt-4o-mini
4045,boppin,boppin,41,no,,,gpt-4o-mini
4046,breeze,breeze,41,no,,,gpt-4o-mini
4047,ca,CA,41,no,,,gpt-4o-mini
4048,car jam,car jam,41,yes,for car jamming,high,gpt-4o-mini
4049,car ride jams,car ride jams,41,yes,for car rides,high,gpt-4o-mini
4050,ch,ch,41,no,,,gpt-4o-mini
4051,choreography,Choreography,41,yes,for choreography practice,high,gpt-4o-mini
4052,christian hip hop,Christian Hip Hop,41,no,,,gpt-4o-mini
4053,cleaning playlist,Cleaning Playlist,41,yes,for cleaning,high,gpt-4o-mini
4054,collection,collection,41,no,,,gpt-4o-mini
4055,country strong,Country Strong,41,no,,,gpt-4o-mini
4056,cover me,Cover Me,41,no,,,gpt-4o-mini
4057,crystal,Crystal,41,no,,,gpt-4o-mini
4058,dad's music,Dad's Music,41,no,,,gpt-4o-mini
4059,dale,dale,41,no,,,gpt-4o-mini
4060,dang,dang,41,no,,,gpt-4o-mini
4061,dec 2016,dec 2016,41,no,,,gpt-4o-mini
4062,deep focus,deep focus,41,yes,for deep focus,high,gpt-4o-mini
4063,disney throwback,disney throwback,41,no,,,gpt-4o-mini
4064,dmb,DMB,41,no,,,gpt-4o-mini
4065,do not disturb,Do not disturb,41,yes,for quiet time,high,gpt-4o-mini
4066,explore,Explore,41,no,,,gpt-4o-mini
4067,finally,finally,41,no,,,gpt-4o-mini
4068,firefly 2016,FIREFLY 2016,41,no,,,gpt-4o-mini
4069,flamenco,Flamenco,41,no,,,gpt-4o-mini
4070,for anna,For Anna,41,no,,,gpt-4o-mini
4071,for the boys,for the boys,41,no,,,gpt-4o-mini
4072,frank ocean,Frank Ocean,41,no,,,gpt-4o-mini
4073,frank sinatra,FRank Sinatra,41,no,,,gpt-4o-mini
4074,gabe,gabe,41,no,,,gpt-4o-mini
4075,george,George,41,no,,,gpt-4o-mini
4076,gettin it,Gettin it,41,no,,,gpt-4o-mini
4077,glow,Glow,41,no,,,gpt-4o-mini
4078,gospel mix,Gospel Mix,41,no,,,gpt-4o-mini
4079,gracie,Gracie,41,no,,,gpt-4o-mini
4080,halloween mix,halloween mix,41,yes,Halloween-themed music,high,gpt-4o-mini
4081,hans zimmer,Hans Zimmer,41,no,,,gpt-4o-mini
4082,hhh,hhh,41,no,,,gpt-4o-mini
4083,holla,HOLLA,41,no,,,gpt-4o-mini
4084,idk man,idk man,41,no,,,gpt-4o-mini
4085,ily,ily,41,no,,,gpt-4o-mini
4086,in my head,in my head,41,no,,,gpt-4o-mini
4087,indie music,Indie Music,41,no,,,gpt-4o-mini
4088,indie stuff,Indie Stuff,41,no,,,gpt-4o-mini
4089,indigo,indigo,41,no,,,gpt-4o-mini
4090,inspired,Inspired,41,no,,,gpt-4o-mini
4091,island time,Island Time,41,yes,Relaxing island vibes,mid,gpt-4o-mini
4092,jazz favorites,Jazz Favorites,41,no,,,gpt-4o-mini
4093,joel,joel,41,no,,,gpt-4o-mini
4094,just music,Just Music,41,no,,,gpt-4o-mini
4095,kay,Kay,41,no,,,gpt-4o-mini
4096,lana del rey,Lana Del Rey,41,no,,,gpt-4o-mini
4097,latin dance,Latin Dance,41,yes,Dance music for Latin events,high,gpt-4o-mini
4098,lb,LB,41,no,,,gpt-4o-mini
4099,lil bit of everything,lil bit of everything,41,no,,,gpt-4o-mini
4100,lit jams,Lit Jams,41,yes,Upbeat party tracks,mid,gpt-4o-mini
4101,lo,lo,41,no,,,gpt-4o-mini
4102,master playlist,Master Playlist,41,no,,,gpt-4o-mini
4103,"me, myself & i","Me, Myself & I",41,no,,,gpt-4o-mini
4104,metal/rock,Metal/Rock,41,no,,,gpt-4o-mini
4105,miss you,Miss you,41,no,,,gpt-4o-mini
