sample_id,name_key,name,n_playlists,has_purpose,purpose_note,confidence,model,standard_category
12229,a little party never killed nobody,A Little Party Never Killed Nobody,10,yes,party atmosphere,mid,gpt-4o-mini,Party
12230,acoustic morning,Acoustic Morning,10,yes,morning relaxation,mid,gpt-4o-mini,Sleep/Relax
12232,after prom,AFTER PROM,10,yes,post-prom celebration,mid,gpt-4o-mini,Party
12234,afternoon chill,Afternoon Chill,10,yes,afternoon relaxation,mid,gpt-4o-mini,Sleep/Relax
12253,autumn 17,Autumn 17,10,yes,Autumn-themed music,mid,gpt-4o-mini,Seasonal/Summer
12262,bbq party,BBQ party,10,yes,Music for a BBQ party,high,gpt-4o-mini,Party
12288,chill hiphop,Chill HipHop,10,yes,relaxing hip hop vibes,mid,gpt-4o-mini,Sleep/Relax
12289,chill ��,chill ��,10,yes,chill music for relaxation,mid,gpt-4o-mini,Sleep/Relax
12290,chillout music,Chillout Music,10,yes,background music for relaxation,mid,gpt-4o-mini,Sleep/Relax
12293,christmas bangers,christmas bangers,10,yes,festive Christmas songs,high,gpt-4o-mini,Holiday
12294,christmas:),CHRISTMAS:),10,yes,holiday music for Christmas,high,gpt-4o-mini,Holiday
12297,club hits,Club Hits,10,yes,music for clubbing,mid,gpt-4o-mini,Party
12307,csgo,CSGo,10,yes,gaming music for CS:GO,mid,gpt-4o-mini,Gaming
12311,dance club,Dance Club,10,yes,music for dancing,mid,gpt-4o-mini,Party
12325,down the rabbit hole,Down the Rabbit Hole,10,yes,exploring new music,mid,gpt-4o-mini,Other_Purpose
12349,feel the beat,Feel the Beat,10,yes,energetic dance music,mid,gpt-4o-mini,Party
12351,festive,Festive,10,yes,holiday music,mid,gpt-4o-mini,Holiday
12352,first day of my life,First Day Of My Life,10,yes,reflecting on life,mid,gpt-4o-mini,Other_Purpose
12375,gym1,gym1,10,yes,workout music,high,gpt-4o-mini,Workout
12382,hip hop chill,Hip Hop Chill,10,yes,chill hip hop vibes,high,gpt-4o-mini,Sleep/Relax
12385,house chill,House Chill,10,yes,chill house music,high,gpt-4o-mini,Sleep/Relax
12393,its christmas,ITS CHRISTMAS,10,yes,Christmas music,high,gpt-4o-mini,Holiday
12401,journeys,Journeys,10,yes,for travel or exploration,mid,gpt-4o-mini,Party
12402,joyride,Joyride,10,yes,for a fun drive,mid,gpt-4o-mini,Driving
12419,lazy sundays,lazy sundays,10,yes,for relaxing weekends,mid,gpt-4o-mini,Sleep/Relax
12421,lets rock,lets rock,10,yes,for a lively atmosphere,mid,gpt-4o-mini,Other_Purpose
12424,lit!,Lit!,10,yes,for a party vibe,mid,gpt-4o-mini,Party
12427,lose yourself to dance,Lose Yourself to Dance,10,yes,for dancing,high,gpt-4o-mini,Party
12438,mega chill,Mega Chill,10,yes,for relaxation,mid,gpt-4o-mini,Sleep/Relax
12453,move your ass,Move Your Ass,10,yes,energetic workout music,high,gpt-4o-mini,Workout
12467,netflix n chill,netflix n chill,10,yes,relaxing movie night,high,gpt-4o-mini,Sleep/Relax
12469,never back down,Never back down,10,yes,motivational theme,high,gpt-4o-mini,Other_Purpose
12475,new years day,New Years Day,10,yes,celebrating New Year's,high,gpt-4o-mini,Party
12491,old dance,Old Dance,10,yes,dance nostalgia,mid,gpt-4o-mini,Party
12495,on fire,On Fire,10,yes,energetic vibe,mid,gpt-4o-mini,Other_Purpose
12502,party ii,Party II,10,yes,party atmosphere,mid,gpt-4o-mini,Party
12503,partyparty,PARTYPARTY,10,yes,celebration mood,mid,gpt-4o-mini,Party
12507,perfect day,perfect day,10,yes,relaxing day,mid,gpt-4o-mini,Sleep/Relax
12522,pump it up!,Pump it up!,10,yes,energizing workout music,high,gpt-4o-mini,Workout
12529,random chill,Random Chill,10,yes,chill background music,high,gpt-4o-mini,Sleep/Relax
12532,ready or not,Ready or Not,10,yes,anticipation or excitement,mid,gpt-4o-mini,Other_Purpose
12538,relax!,Relax!,10,yes,relaxing music,high,gpt-4o-mini,Sleep/Relax
12541,road trip.,road trip.,10,yes,music for road trips,high,gpt-4o-mini,Driving
12542,roadtrip 2,Roadtrip 2,10,yes,music for road trips,high,gpt-4o-mini,Driving
12543,roadtrip 2.0,Roadtrip 2.0,10,yes,music for road trips,high,gpt-4o-mini,Driving
12545,rock out!,Rock Out!,10,yes,energizing music,high,gpt-4o-mini,Other_Purpose
12549,run like hell,Run Like Hell,10,yes,motivational running music,high,gpt-4o-mini,Workout
12550,running.,running.,10,yes,music for running,high,gpt-4o-mini,Workout
12558,shake that ass,shake that ass,10,yes,party or dance music,mid,gpt-4o-mini,Party
12559,siesta,siesta,10,yes,music for napping,mid,gpt-4o-mini,Other_Purpose
12568,springbreak,springbreak,10,yes,spring break party,mid,gpt-4o-mini,Party
12571,summer vibes 2017,Summer Vibes 2017,10,yes,summer listening,mid,gpt-4o-mini,Seasonal/Summer
12572,summervibes,SummerVibes,10,yes,summer listening,mid,gpt-4o-mini,Seasonal/Summer
12600,turn up!!,Turn Up!!,10,yes,party atmosphere,mid,gpt-4o-mini,Party
12613,vegas!,Vegas!,10,yes,party atmosphere,mid,gpt-4o-mini,Party
12620,wedding day!,wedding day!,10,yes,wedding celebration,high,gpt-4o-mini,Party
12621,wedding!!,Wedding!!,10,yes,wedding celebration,high,gpt-4o-mini,Party
12623,weekend hangouts,Weekend Hangouts,10,yes,social gatherings,mid,gpt-4o-mini,Party
12630,work it out.,work it out.,10,yes,exercise motivation,mid,gpt-4o-mini,Workout
12631,worship!!,Worship!!,10,yes,spiritual gathering,mid,gpt-4o-mini,Party
12635,yeehaw!,yeehaw!,10,yes,celebratory mood,mid,gpt-4o-mini,Party
12638,you can do it!,You Can Do It!,10,yes,motivational context,mid,gpt-4o-mini,Other_Purpose
12645,🎅🏼,🎅🏼,10,yes,Christmas music,high,gpt-4o-mini,Holiday
12662,*christmas*,*christmas*,9,yes,Christmas music,high,gpt-4o-mini,Holiday
12670,30th birthday,30th Birthday,9,yes,30th birthday celebration,high,gpt-4o-mini,Party
12679,a bailar,A Bailar,9,yes,dance music,mid,gpt-4o-mini,Party
12691,anywhere,Anywhere,9,yes,play anywhere,mid,gpt-4o-mini,Other_Purpose
12695,audiobooks,Audiobooks,9,yes,for audiobooks,high,gpt-4o-mini,Other_Purpose
12698,año nuevo,Año Nuevo,9,yes,New Year celebration,mid,gpt-4o-mini,Party
12700,back to the 80's,Back To The 80's,9,yes,nostalgic 80s music,mid,gpt-4o-mini,Other_Purpose
12701,back to the 80s,Back to the 80s,9,yes,nostalgic 80s music,mid,gpt-4o-mini,Other_Purpose
12705,be happy!,Be happy!,9,yes,to feel happy,mid,gpt-4o-mini,Other_Purpose
12707,bedtime stories,Bedtime Stories,9,yes,for bedtime,high,gpt-4o-mini,Sleep/Relax
12717,boogie wonderland,Boogie Wonderland,9,yes,for dancing,mid,gpt-4o-mini,Party
12734,carnaval,Carnaval,9,yes,celebrating Carnaval festival,mid,gpt-4o-mini,Party
12738,cheer up!,cheer up!,9,yes,uplifting music for mood,mid,gpt-4o-mini,Workout
12743,chill session,chill session,9,yes,relaxing music session,mid,gpt-4o-mini,Sleep/Relax
12744,chill/sleep,Chill/Sleep,9,yes,music for relaxation or sleep,high,gpt-4o-mini,Sleep/Relax
12751,clubbin',Clubbin',9,yes,music for clubbing atmosphere,mid,gpt-4o-mini,Party
12779,eat sleep rave repeat,Eat Sleep Rave Repeat,9,yes,party or rave atmosphere,high,gpt-4o-mini,Party
12797,excercise,excercise,9,yes,exercise or workout,high,gpt-4o-mini,Workout
12813,focus.,Focus.,9,yes,focus or concentration music,high,gpt-4o-mini,Study/Focus
12820,get psyched!,Get PSYCHED!,9,yes,motivational or energizing music,high,gpt-4o-mini,Other_Purpose
12821,gimnasio,Gimnasio,9,yes,gym or workout music,high,gpt-4o-mini,Workout
12823,good music for bad days,good music for bad days,9,yes,uplifting music for tough days,high,gpt-4o-mini,Workout
12830,halloween 2013,Halloween 2013,9,yes,Halloween-themed music,high,gpt-4o-mini,Holiday
12833,happy songs!,happy songs!,9,yes,happy or feel-good songs,high,gpt-4o-mini,Other_Purpose
12842,holidays!,holidays!,9,yes,holiday music,high,gpt-4o-mini,Holiday
12857,jam!,Jam!,9,yes,party or celebration,mid,gpt-4o-mini,Party
12870,just rock,Just Rock,9,yes,rock music,mid,gpt-4o-mini,Other_Purpose
12879,la fiesta,la fiesta,9,yes,celebration or party,mid,gpt-4o-mini,Party
12892,live!,Live!,9,yes,live performance context,mid,gpt-4o-mini,Other_Purpose
12895,love songs.,love songs.,9,yes,romantic listening,mid,gpt-4o-mini,Romance/Wedding
12911,move it!,Move it!,9,yes,energetic movement,mid,gpt-4o-mini,Other_Purpose
12935,new year 2015,New Year 2015,9,yes,New Year celebration,high,gpt-4o-mini,Party
12936,new year 2016,New Year 2016,9,yes,New Year celebration,high,gpt-4o-mini,Party
12945,old school!,Old School!,9,yes,Nostalgic music for parties,high,gpt-4o-mini,Party
12947,oldies but goodies :),Oldies but goodies :),9,yes,Nostalgic music for parties,high,gpt-4o-mini,Party
12953,partaaaay,PARTAAAAY,9,yes,Party atmosphere,high,gpt-4o-mini,Party
12954,partaay,Partaay,9,yes,Party atmosphere,high,gpt-4o-mini,Party
12955,party classics,Party Classics,9,yes,Party atmosphere,high,gpt-4o-mini,Party
12956,party/dance,Party/Dance,9,yes,Party atmosphere,high,gpt-4o-mini,Party
12957,partyplaylist,partyPLAYLIST,9,yes,Party atmosphere,high,gpt-4o-mini,Party
12967,pop party,pop party,9,yes,party atmosphere,high,gpt-4o-mini,Party
12972,rainy mood,Rainy Mood,9,yes,mood for rainy days,mid,gpt-4o-mini,Other_Purpose
12976,rap party,RAP PARTY,9,yes,party atmosphere,high,gpt-4o-mini,Party
12981,relax 2,Relax 2,9,yes,relaxation time,high,gpt-4o-mini,Sleep/Relax
12990,routine,Routine,9,yes,daily routine,mid,gpt-4o-mini,Other_Purpose
12994,sad :((,sad :((,9,yes,sad moments,high,gpt-4o-mini,Other_Purpose
12995,sad!,Sad!,9,yes,sad moments,high,gpt-4o-mini,Other_Purpose
13005,sing along!,sing along!,9,yes,singing along with friends,mid,gpt-4o-mini,Other_Purpose
13006,sing song,sing song,9,yes,singing activity,mid,gpt-4o-mini,Other_Purpose
13007,ski 2017,ski 2017,9,yes,skiing trip,mid,gpt-4o-mini,Driving
13009,sleepy head,Sleepy head,9,yes,sleeping or relaxation,mid,gpt-4o-mini,Sleep/Relax
13015,songs for the road,Songs for the Road,9,yes,road trip music,high,gpt-4o-mini,Driving
13021,summerjam,summerjam,9,yes,summer party vibes,mid,gpt-4o-mini,Party
13022,summertime!,summertime!,9,yes,summer fun,mid,gpt-4o-mini,Seasonal/Summer
13044,time to dance,Time to Dance,9,yes,dance time,high,gpt-4o-mini,Party
13048,travelling,Travelling,9,yes,traveling music,high,gpt-4o-mini,Party
13067,wedding 2017,Wedding 2017,9,yes,wedding music,high,gpt-4o-mini,Romance/Wedding
13068,wedding playlist!,wedding playlist!,9,yes,wedding music,high,gpt-4o-mini,Romance/Wedding
13069,wedding song,wedding song,9,yes,wedding music,high,gpt-4o-mini,Romance/Wedding
13071,winter 15/16,Winter 15/16,9,yes,seasonal music,high,gpt-4o-mini,Seasonal/Summer
13076,x mas,x mas,9,yes,Christmas music,high,gpt-4o-mini,Holiday
13077,xmas playlist,xMas playlist,9,yes,Christmas music,high,gpt-4o-mini,Holiday
13090,🏃🏼‍♀️,🏃🏼‍♀️,9,yes,for running or exercise,high,gpt-4o-mini,Workout
13095,💪🏼💪🏼,💪🏼💪🏼,9,yes,for workout motivation,high,gpt-4o-mini,Workout
13097,😴💤,😴💤,9,yes,for sleep or relaxation,high,gpt-4o-mini,Sleep/Relax
13103,#chill,#chill,8,yes,for relaxing or chilling,high,gpt-4o-mini,Sleep/Relax
13104,#feels,#Feels,8,yes,for emotional moments,high,gpt-4o-mini,Other_Purpose
13105,#roadtrip,#RoadTrip,8,yes,for road trips,high,gpt-4o-mini,Driving
13136,acoustic versions,Acoustic versions,8,yes,Acoustic music versions,high,gpt-4o-mini,Other_Purpose
13137,acoustic/covers,Acoustic/Covers,8,yes,Acoustic covers,high,gpt-4o-mini,Other_Purpose
13148,ambient chill,Ambient Chill,8,yes,Chill ambient music,high,gpt-4o-mini,Sleep/Relax
13159,baby songs,baby songs,8,yes,Songs for babies,high,gpt-4o-mini,Other_Purpose
13194,camp!,camp!,8,yes,camping activities,mid,gpt-4o-mini,Other_Purpose
13201,cena,cena,8,yes,dinner time,high,gpt-4o-mini,DailyRoutine
13206,chill and relax,Chill and Relax,8,yes,relaxation,high,gpt-4o-mini,Sleep/Relax
13207,chill sleep,Chill sleep,8,yes,sleeping,high,gpt-4o-mini,Sleep/Relax
13217,christmas day,Christmas Day,8,yes,Christmas celebration,high,gpt-4o-mini,Party
13218,christmas is coming,christmas is coming,8,yes,upcoming Christmas,high,gpt-4o-mini,Holiday
13219,christmas time!!!,Christmas Time!!!,8,yes,Christmas celebration,high,gpt-4o-mini,Party
13220,christmas!!!!!!!,Christmas!!!!!!!,8,yes,Christmas celebration,high,gpt-4o-mini,Party
13221,christmas🎅🏼,CHRISTMAS🎅🏼,8,yes,Christmas celebration,high,gpt-4o-mini,Party
13227,coffee break,Coffee Break,8,yes,break time,high,gpt-4o-mini,Other_Purpose
13239,dance/party,Dance/Party,8,yes,party time,high,gpt-4o-mini,Party
13240,dance/workout,dance/workout,8,yes,for dancing or working out,high,gpt-4o-mini,Workout
13243,danceparty,danceParty,8,yes,for a dance party,high,gpt-4o-mini,Party
13256,dinner with friends,Dinner with Friends,8,yes,for dining with friends,mid,gpt-4o-mini,DailyRoutine
13261,drive soundtrack,Drive Soundtrack,8,yes,for driving,high,gpt-4o-mini,Driving
13295,fiestas,fiestas,8,yes,celebration or party,mid,gpt-4o-mini,Party
13307,fête,Fête,8,yes,celebration or party,mid,gpt-4o-mini,Party
13314,get hype!,Get HYPE!,8,yes,high energy or motivation,mid,gpt-4o-mini,Other_Purpose
13315,get up!,get UP!,8,yes,high energy or motivation,mid,gpt-4o-mini,Other_Purpose
13321,grad party!,Grad Party!,8,yes,celebration for graduation,high,gpt-4o-mini,Party
13327,half marathon!,Half marathon!,8,yes,training for a race,high,gpt-4o-mini,Workout
13331,have fun,have fun,8,yes,enjoying time with friends,mid,gpt-4o-mini,Other_Purpose
13339,hohoho,HoHoHo,8,yes,holiday season vibes,high,gpt-4o-mini,Holiday
13341,housework,housework,8,yes,cleaning or chores,high,gpt-4o-mini,DailyRoutine
13344,i'm on a boat!,I'm on a boat!,8,yes,fun on a boat,mid,gpt-4o-mini,Other_Purpose
13358,jams!!!,JAMS!!!,8,yes,energetic music for fun,high,gpt-4o-mini,Other_Purpose
13374,let's rock,Let's Rock,8,yes,rocking out,mid,gpt-4o-mini,Other_Purpose
13375,let's run,Let's Run,8,yes,running,mid,gpt-4o-mini,Workout
13376,level up,level up,8,yes,motivational boost,mid,gpt-4o-mini,Other_Purpose
13406,morning!,Morning!,8,yes,Morning listening,high,gpt-4o-mini,DailyRoutine
13424,new year 2017,New Year 2017,8,yes,New Year celebration,high,gpt-4o-mini,Party
13440,nursery rhymes,Nursery Rhymes,8,yes,for children,high,gpt-4o-mini,Other_Purpose
13450,on the beach,On the Beach,8,yes,beach vibes,mid,gpt-4o-mini,Seasonal/Summer
13458,party mode,Party Mode,8,yes,for parties,high,gpt-4o-mini,Party
13459,party mood,Party Mood,8,yes,for parties,high,gpt-4o-mini,Party
13460,party tracks,Party Tracks,8,yes,for parties,high,gpt-4o-mini,Party
13471,pumping,Pumping,8,yes,for workouts,mid,gpt-4o-mini,Workout
13476,rainy days.,rainy days.,8,yes,for rainy days,mid,gpt-4o-mini,Other_Purpose
13493,rnb mix,Rnb mix,8,yes,mix of RnB songs,high,gpt-4o-mini,Other_Purpose
13507,run boy run,run boy run,8,yes,motivational running song,high,gpt-4o-mini,Workout
13508,run!!!,run!!!,8,yes,energetic running playlist,high,gpt-4o-mini,Workout
13509,running workout,running workout,8,yes,for running workouts,high,gpt-4o-mini,Workout
13513,sad/love songs,Sad/Love Songs,8,yes,emotional love songs,high,gpt-4o-mini,Romance/Wedding
13514,sad:((,Sad:((,8,yes,sad songs playlist,high,gpt-4o-mini,Other_Purpose
13515,sadboy,sadboy,8,yes,sad music for reflection,high,gpt-4o-mini,Other_Purpose
13516,sadsongs,SadSongs,8,yes,collection of sad songs,high,gpt-4o-mini,Other_Purpose
13523,sex time,sex time,8,yes,intimate moments,mid,gpt-4o-mini,Romance/Wedding
13524,shake it!,Shake it!,8,yes,dance party,mid,gpt-4o-mini,Party
13526,shower!,ShOwEr!,8,yes,morning routine,mid,gpt-4o-mini,DailyRoutine
13528,silent disco,Silent Disco,8,yes,party atmosphere,mid,gpt-4o-mini,Party
13530,sleep well,Sleep well,8,yes,sleep aid,high,gpt-4o-mini,Sleep/Relax
13542,steps,Steps,8,yes,exercise routine,mid,gpt-4o-mini,Workout
13545,summer 2017.,Summer 2017.,8,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
13546,sunshine!,sunshine!,8,yes,feel-good moments,mid,gpt-4o-mini,Seasonal/Summer
13547,sweat!,Sweat!,8,yes,workout motivation,high,gpt-4o-mini,Workout
13586,verano 2015,verano 2015,8,yes,summer vibes,high,gpt-4o-mini,Seasonal/Summer
13587,verano 2016,Verano 2016,8,yes,summer vibes,high,gpt-4o-mini,Seasonal/Summer
13588,villancicos,Villancicos,8,yes,holiday music,high,gpt-4o-mini,Holiday
13593,we like to party,WE LIKE TO PARTY,8,yes,party atmosphere,high,gpt-4o-mini,Party
13594,wedding!!!,Wedding!!!,8,yes,wedding celebration,high,gpt-4o-mini,Party
13602,writing.,writing.,8,yes,writing inspiration,mid,gpt-4o-mini,Other_Purpose
13603,xmas!!!,Xmas!!!,8,yes,Christmas celebration,high,gpt-4o-mini,Party
13621,🏃🏻,🏃🏻,8,yes,running workout,mid,gpt-4o-mini,Workout
13667,all day long,All Day Long,7,yes,background music for activities,mid,gpt-4o-mini,Other_Purpose
13668,all time classics,All Time Classics,7,yes,timeless music favorites,mid,gpt-4o-mini,Other_Purpose
13669,all time favorite,All time favorite,7,yes,personal favorite songs,mid,gpt-4o-mini,Other_Purpose
13670,all time favourites,all time favourites,7,yes,favorite songs collection,mid,gpt-4o-mini,Other_Purpose
13688,baila!,Baila!,7,yes,dance party vibes,mid,gpt-4o-mini,Party
13689,bailemos,Bailemos,7,yes,dance party vibes,mid,gpt-4o-mini,Party
13696,bass test,Bass Test,7,yes,audio testing,high,gpt-4o-mini,Other_Purpose
13699,be cool,Be Cool,7,yes,chill vibes,mid,gpt-4o-mini,Sleep/Relax
13700,be happy :),be happy :),7,yes,feel good moments,mid,gpt-4o-mini,Other_Purpose
13726,car jams!!,CAR JAMS!!,7,yes,party or celebration,mid,gpt-4o-mini,Party
13727,car rides.,car rides.,7,yes,car rides,high,gpt-4o-mini,Driving
13732,carretera,carretera,7,yes,road trip,mid,gpt-4o-mini,Driving
13746,christmas !,christmas !,7,yes,holiday season,high,gpt-4o-mini,Holiday
13747,christmas bops,christmas bops,7,yes,holiday season,high,gpt-4o-mini,Holiday
13748,christmas songs!,Christmas Songs!,7,yes,holiday season,high,gpt-4o-mini,Holiday
13749,christmastime!,Christmastime!,7,yes,holiday season,high,gpt-4o-mini,Holiday
13754,classical/study,Classical/Study,7,yes,study or focus,high,gpt-4o-mini,Study/Focus
13757,cleaning!,Cleaning!,7,yes,cleaning,high,gpt-4o-mini,DailyRoutine
13789,do work.,do work.,7,yes,work motivation,high,gpt-4o-mini,Other_Purpose
13794,drinks,drinks,7,yes,social gathering,high,gpt-4o-mini,Party
13795,driving.,Driving.,7,yes,driving,high,gpt-4o-mini,Driving
13818,fiesta fiesta,Fiesta Fiesta,7,yes,party atmosphere,high,gpt-4o-mini,Party
13821,for mom!,For mom!,7,yes,dedicated to mom,high,gpt-4o-mini,Other_Purpose
13831,gamer,Gamer,7,yes,gaming context,high,gpt-4o-mini,Gaming
13836,get lit!,GET LIT!,7,yes,party atmosphere,high,gpt-4o-mini,Party
13837,get pumped!!!,get pumped!!!,7,yes,motivational context,high,gpt-4o-mini,Other_Purpose
13838,get scared,Get scared,7,yes,scary atmosphere,high,gpt-4o-mini,Driving
13839,get the party started,Get the Party Started,7,yes,party atmosphere,high,gpt-4o-mini,Party
13845,good mood :),good mood :),7,yes,feel good music,mid,gpt-4o-mini,Other_Purpose
13850,grad party!!,Grad Party!!,7,yes,celebration event,high,gpt-4o-mini,Party
13859,gym💪,gym💪,7,yes,workout music,high,gpt-4o-mini,Workout
13860,gym💪🏻,Gym💪🏻,7,yes,workout music,high,gpt-4o-mini,Workout
13861,halloween 2k17,Halloween 2K17,7,yes,Halloween event,high,gpt-4o-mini,Holiday
13862,happy summer,Happy Summer,7,yes,summer vibes,mid,gpt-4o-mini,Seasonal/Summer
13876,hot right now,Hot Right Now,7,yes,current hits,mid,gpt-4o-mini,Other_Purpose
13905,july!,july!,7,yes,July-themed playlist,mid,gpt-4o-mini,Other_Purpose
13906,july.,july.,7,yes,July-themed playlist,mid,gpt-4o-mini,Other_Purpose
13907,just love,Just Love,7,yes,Love-themed playlist,mid,gpt-4o-mini,Romance/Wedding
13924,let's run!,Let's run!,7,yes,running motivation,high,gpt-4o-mini,Workout
